title,url,category,filetype,slide_count,publishing_consultancy,description
"Strategic Planning: A3 Hoshin Planning Process",https://flevy.com/browse/marketplace/strategic-planning-a3-hoshin-planning-process-8039,"Operational Excellence",PowerPoint,113,"Operational Excellence Consulting","Developed by a seasoned Management Consultant &#40;ex-Microsoft and IBM&#41;, this deck is your key to enhancing customer experience and gaining a competitive advantage through A3 Hoshin Planning."
"RACI Method",https://flevy.com/browse/marketplace/raci-method-1662,"Operational Excellence",PowerPoint,34,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive presentation is your pathway to achieving Operational Excellence through the RACI framework."
"PSL - JIT Heijunka Presentation",https://flevy.com/browse/marketplace/psl-jit-heijunka-presentation-1567,"Operational Excellence",PowerPoint,54,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Lean - Quick Changeover &#40;SMED&#41; Process",https://flevy.com/browse/marketplace/lean-quick-changeover-smed-process-1978,"Operational Excellence",PowerPoint,66,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this presentation provides a step-by-step approach to implementing Quick Changeovers &#40;SMED&#41;."
"Master Production Scheduling",https://flevy.com/browse/marketplace/master-production-scheduling-1115,"Operational Excellence",PowerPoint,33,investmentbanker,"Explore Master Production Scheduling (MPS) insights from an ex-McKinsey consultant. Optimize production, align resources, and enhance operational efficiency."
"PMP Stakeholder Management",https://flevy.com/browse/marketplace/pmp-stakeholder-management-1519,"Operational Excellence",PowerPoint,51,gureser,"Master stakeholder management with this comprehensive PMP guide, crafted by industry experts. Enhance your project success through effective analysis and engagement strategies."
"Waterfall Project Planner with Gantt View MS Excel Template",https://flevy.com/browse/marketplace/waterfall-project-planner-with-gantt-view-ms-excel-template-5711,"Operational Excellence",Excel,,i_Pro_PM_Templates,"Optimize your project management with this Gantt View Excel template. Created by industry experts, it streamlines task tracking and resource allocation."
"Business Risk Assessment Template and Good Practice Example",https://flevy.com/browse/marketplace/business-risk-assessment-template-and-good-practice-example-5258,"Operational Excellence",Excel,,"Navigate Change Consulting","Business risk assessment template Excel with example. Download this XLSX file to identify, analyze, and manage risks effectively for your business plan and operations."
"Key Performance Indicators &#40;KPIs&#41; | IT Functions",https://flevy.com/browse/marketplace/key-performance-indicators-kpis-it-functions-8024,"Operational Excellence",PowerPoint,116,"ILMAM - Strategy & Management Consulting","MBB/Big 4 style presentation that provides a collection of 100+ Key Performance Indicators &#40;KPIs&#41; related to the Information Technology functions."
"4 Schools of Strategy",https://flevy.com/browse/flevypro/4-schools-of-strategy-5943,"Operational Excellence",PowerPoint,28,"LearnPPT Consulting","Explore the 4 Schools of Strategy framework by ex-McKinsey consultants. Gain insights on competitive strategy, operational excellence, and core competencies."
"M&A - Fit for Growth",https://flevy.com/browse/flevypro/manda-fit-for-growth-3157,"Operational Excellence",PowerPoint,21,"LearnPPT Consulting","Explore the Fit for Growth framework, crafted by ex-McKinsey and Big 4 consultants, to align costs with strategy in M&A for sustainable growth."
"Cost-to-Serve &#40;CTS&#41; Analysis",https://flevy.com/browse/flevypro/cost-to-serve-cts-analysis-5395,"Operational Excellence",PowerPoint,25,"LearnPPT Consulting","Explore the Cost-to-Serve (CTS) Analysis framework by ex-McKinsey & Big 4 consultants. Optimize supply chain costs and enhance profitability."
"Enterprise Asset Management (EAM) Implementation",https://flevy.com/browse/flevypro/enterprise-asset-management-eam-implementation-3769,"Operational Excellence",PowerPoint,27,"LearnPPT Consulting","Explore a comprehensive EAM Implementation framework by ex-McKinsey & Big 4 consultants. Enhance operational efficiency, data management, and supply chain integration."
"Value Stream Mapping (VSM) Primer",https://flevy.com/browse/flevypro/value-stream-mapping-vsm-primer-2630,"Operational Excellence",PowerPoint,19,"PPT Lab","Value Stream Mapping (VSM) Primer PPT: Learn key VSM concepts, symbols, templates, and examples to visualize and improve processes. Download this expert guide now."
"Post-merger Integration (PMI): Integrating Sales & Marketing",https://flevy.com/browse/flevypro/post-merger-integration-pmi-integrating-sales-and-marketing-2902,"Operational Excellence",PowerPoint,20,"LearnPPT Consulting","Explore this expert PPT on post-merger integration of Sales & Marketing, crafted by ex-McKinsey & Big 4 consultants. Enhance revenue synergies and minimize risks."
"Facilities Management (FM): Top 10 Trends",https://flevy.com/browse/flevypro/facilities-management-fm-top-10-trends-3417,"Operational Excellence",PowerPoint,22,"LearnPPT Consulting","Facilities management best practices PPT: Discover the top 10 FM trends, strategic insights, and presentation-ready slides. Download this expert Facilities Management (FM) deck now."
"Pillars of Sustainable Cost Reduction",https://flevy.com/browse/flevypro/pillars-of-sustainable-cost-reduction-3007,"Operational Excellence",PowerPoint,20,"LearnPPT Consulting","Explore a strategic framework for Sustainable Cost Reduction, crafted by ex-McKinsey and Big 4 consultants. Enhance your organization's efficiency and competitive edge."
"Team Resilience",https://flevy.com/browse/flevypro/team-resilience-4173,"Operational Excellence",PowerPoint,22,"LearnPPT Consulting","Developed by ex-McKinsey and Big 4 consultants, this PPT outlines a 4-phase framework for building Team Resilience in organizations."
"Digital Supply Chain Management",https://flevy.com/browse/marketplace/digital-supply-chain-management-7695,"Operational Excellence",PowerPoint,267,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Supply Chain Initiatives."
"Lean Startup Toolkit",https://flevy.com/browse/marketplace/lean-startup-toolkit-7096,"Operational Excellence",PowerPoint,230,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Business Start-Up Initiatives."
"APQP 3rd Edition: Leadership Briefing",https://flevy.com/browse/marketplace/apqp-3rd-edition-leadership-briefing-9567,"Operational Excellence",PowerPoint,74,"Operational Excellence Consulting","Developed by a seasoned Management Consultant &#40;ex-Microsoft & IBM&#41;, this slide deck empowers leaders to drive Operational Excellence through APQP planning, risk control & audit readiness."
"100+ Chief Operating Officer &#40;COO&#41; SOPs &#40;Booklet Format&#41;",https://flevy.com/browse/marketplace/100-chief-operating-officer-coo-sops-booklet-format-10136,"Operational Excellence",Word,480,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operations Management Initiatives."
"Lean Champion Black Belt 1 - Introduction Lean Manufacturing",https://flevy.com/browse/marketplace/lean-champion-black-belt-1-introduction-lean-manufacturing-1464,"Operational Excellence",PowerPoint,108,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Lean Manufacturing Overview",https://flevy.com/browse/marketplace/lean-manufacturing-overview-7107,"Operational Excellence",PowerPoint,254,"RadVector  Consulting","Developed by a team of  experts with global consulting experience at McKinsey, Deloitte, and  Capgemini."
"Sales KPI Dashboard",https://flevy.com/browse/marketplace/sales-kpi-dashboard-9822,"Operational Excellence",Excel,,"Improve Your Excel","Sales KPI template Excel: Track and analyze key sales metrics with this easy-to-use Sales KPI Dashboard (XLSX). Download now to boost your sales performance."
"PSL - Process Capability Improvement Using Six Sigma",https://flevy.com/browse/marketplace/psl-process-capability-improvement-using-six-sigma-5507,"Operational Excellence",PowerPoint,60,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Project Charter",https://flevy.com/browse/flevypro/project-charter-2226,"Operational Excellence",Word,8,Flevy,"Project charter template Word DOCX: Download a clear, professional project charter template to define scope, objectives, and stakeholders. Easy to customize and use."
"Project Proposal Template",https://flevy.com/browse/flevypro/project-proposal-template-2345,"Operational Excellence",Word,10,Flevy,"Project proposal template DOC: Download a simple, professional Word document to create clear, effective project proposals. Perfect for managers and teams."
"Operation Management TQM, QMS, ISO 9000 & Six Sigma",https://flevy.com/browse/marketplace/operation-management-tqm-qms-iso-9000-and-six-sigma-5995,"Operational Excellence",PowerPoint,56,"UJ Consulting","Operation Management PPT: Learn TQM, QMS, ISO 9000 & Six Sigma frameworks for quality management and operational excellence. Download this detailed training deck."
"5W1H Framework Poster",https://flevy.com/browse/marketplace/5w1h-framework-poster-7530,"Operational Excellence",PDF,3,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at industry leaders like Microsoft, IBM, and Panasonic, this poster is your pathway to achieving Operational Excellence through Lean Methodologies."
"Four Steps of a COQ System Poster",https://flevy.com/browse/marketplace/four-steps-of-a-coq-system-poster-7006,"Operational Excellence",PDF,5,"Operational Excellence Consulting","Developed by a seasoned TQM Expert with a proven track record at Siemens, NEC and Mustad, this poster is your key to achieving business excellence through Total Quality Management and Cost Reduction strategies."
"Current State Analysis &#40;CSA&#41; - Team Self-Assessment Tool",https://flevy.com/browse/marketplace/current-state-analysis-csa-team-self-assessment-tool-3583,"Operational Excellence",PowerPoint,110,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this presentation provides a &#40;annual&#41; Team Self-Assessment Questionnaire and Scoring System."
"Kaizen Facilitator",https://flevy.com/browse/marketplace/kaizen-facilitator-5486,"Operational Excellence",PowerPoint,90,FranklinGood,"Enhance your Kaizen facilitation skills with this comprehensive 90-page course by FranklinGood. Master continuous improvement methodologies for impactful results."
"Digital Transformation Self-Assessment Toolkit &#40;450+ KPIs&#41;",https://flevy.com/browse/marketplace/digital-transformation-self-assessment-toolkit-450-kpis-9179,"Operational Excellence",PowerPoint,1112,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Digital Transformation Initiatives."
"ISO 22301:2019 &#40;Security & Resilience - BCMS&#41; Awareness",https://flevy.com/browse/marketplace/iso-223012019-security-and-resilience-bcms-awareness-4877,"Operational Excellence",PowerPoint,75,"Operational Excellence Consulting","Developed by an ex-ISO Management System Lead Auditor with global experience at industry leaders like Microsoft and IBM, this presentation is your key to raising awareness of ISO 22301 and enhancing organizational security and resilience."
"PMI Risk Management Professional &#40;PMI-RMP&#41; Exam Preparation",https://flevy.com/browse/marketplace/pmi-risk-management-professional-pmi-rmp-exam-preparation-7856,"Operational Excellence",PowerPoint,211,"RadVector  Consulting","Developed by a team of experts with global consulting experience at McKinsey, Deloitte, and  Capgemini. It&#039;s in accordance with PMI Authorized Training Partners &#40;ATPs&#41; and based on PMI Standard for Risk Management &#40;2019&#41;."
"TPM Team Guide",https://flevy.com/browse/marketplace/tpm-team-guide-2172,"Operational Excellence",PowerPoint,150,"Operational Excellence Consulting","Developed by a renowned JIPM-certified TPM Instructor with extensive experience at industry leaders like Continental and Micron, this comprehensive presentation is your key to successful and streamlined TPM implementation."
"Total Quality Process &#40;TQP&#41;",https://flevy.com/browse/marketplace/total-quality-process-tqp-349,"Operational Excellence",PowerPoint,100,"Operational Excellence Consulting","Developed by a seasoned Management Consultant &#40;ex-Microsoft and IBM&#41;,  this comprehensive presentation is your pathway to achieving business excellence through Total Quality Management."
"Procurement: Supplier Negotiation Skills",https://flevy.com/browse/marketplace/procurement-supplier-negotiation-skills-2238,"Operational Excellence",PowerPoint,56,"Procurement Solutions Group","Enhance your supplier negotiation skills with this expert PPT, crafted by seasoned consultants. Master strategies for win-win outcomes and effective preparation."
"Logistics Service Provider Evaluation Matrix",https://flevy.com/browse/marketplace/logistics-service-provider-evaluation-matrix-2978,"Operational Excellence",Excel,,"3PL Manager","Logistics Service Provider Evaluation Matrix Excel: Download a proven tool to score and compare providers by cost, reliability, responsiveness, and more."
"Foundation Training Material for PRINCE2 &#40;6th Edition&#41;",https://flevy.com/browse/marketplace/foundation-training-material-for-prince2-6th-edition-6114,"Operational Excellence",PowerPoint,219,"Samir Faraj","This presentation on PRINCE2 is created by an Projects Manager, who worked for 10 years as an IT Projects Manager in multi million companies, and in public sectors."
"HR KPI Dashboard Excel Template",https://flevy.com/browse/marketplace/hr-kpi-dashboard-excel-template-8136,"Operational Excellence",Excel,,"Improve Your Excel","HR KPI template Excel: Get a ready-to-use HR KPI Dashboard Excel Template (XLSX) to track HR metrics, employee performance, and HR analytics. Download now."
"Consulting Project Management Survival Guide",https://flevy.com/browse/marketplace/consulting-project-management-survival-guide-648,"Operational Excellence",PDF,24,"Documents & Files","Consulting Project Management Survival Guide PDF: Learn proposal development, PMO best practices, SQERT framework, WBS, and status reporting techniques. Download now."
"DevOps: Guide to Your Successful Journey",https://flevy.com/browse/marketplace/devops-guide-to-your-successful-journey-4096,"Operational Excellence",PowerPoint,28,"TAZI, MOHAMMED RACHID","DevOps PPT: Learn proven strategies, operating models, and team structures for your successful DevOps journey. Download this comprehensive PowerPoint guide now."
"RACI Stakeholder Analysis and Intuitive Project Plan Toolkit",https://flevy.com/browse/marketplace/raci-stakeholder-analysis-and-intuitive-project-plan-toolkit-5916,"Operational Excellence",Excel,,"Navigate Change Consulting","This is an actual example and easy-to-follow template, developed by project teams with experience working with PwC, KPMG, Deloitte, EY, Mott MacDonald and Arup. It will guide the development of a high-quality stakeholder analysis and project plan."
"Supply Chain Strategy and Performance Management",https://flevy.com/browse/marketplace/supply-chain-strategy-and-performance-management-7750,"Operational Excellence",PowerPoint,83,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Supply Chain Initiatives."
"KPI Compilation: 800+ Human Resource & Talent Management KPIs",https://flevy.com/browse/marketplace/kpi-compilation-800-human-resource-and-talent-management-kpis-7879,"Operational Excellence",PowerPoint,168,"LearnPPT Consulting","This collection of HR KPIs is compiled by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants based on best practices in Human Resource Management & Talent Management."
"Relative Cost Position Analysis",https://flevy.com/browse/marketplace/relative-cost-position-analysis-2730,"Operational Excellence",PowerPoint,48,"Documents & Files","Relative cost position analysis PPT: Learn how to compare and optimize your cost structure versus competitors. Download this ready-to-use business template now."
"Industry Supply Curve Analysis",https://flevy.com/browse/marketplace/industry-supply-curve-analysis-267,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","This presentation is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It teaches a practical consulting framework actively used by tier-1 consulting firms."
"Service Blueprint",https://flevy.com/browse/flevypro/service-blueprint-7540,"Operational Excellence",PowerPoint,32,"LearnPPT Consulting","Explore our Service Blueprint PPT, crafted by ex-McKinsey and Big 4 consultants. Master service design, optimize customer experiences, and enhance operational efficiency."
"M&A Growth Strategy: Post-deal Closure",https://flevy.com/browse/flevypro/manda-growth-strategy-post-deal-closure-5682,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Explore the M&A Growth Strategy: Post-deal Closure PPT, crafted by ex-McKinsey & Big 4 consultants. Enhance integration & drive revenue synergies post-merger."
"Performance-driven Culture",https://flevy.com/browse/flevypro/performance-driven-culture-6401,"Operational Excellence",PowerPoint,26,"LearnPPT Consulting","Performance driven culture PPT: Learn how organizational culture boosts employee performance and drives results. Download this actionable PowerPoint template now."
"Strategy Classics: Porter's Value Chain",https://flevy.com/browse/flevypro/strategy-classics-porters-value-chain-4058,"Operational Excellence",PowerPoint,23,"LearnPPT Consulting","Explore Porter's Value Chain framework with this expert PPT, detailing VCA phases by a former McKinsey consultant. Optimize operations for competitive advantage."
"Quality 4.0 Series: Primer",https://flevy.com/browse/flevypro/quality-4-0-series-primer-5356,"Operational Excellence",PowerPoint,25,"LearnPPT Consulting","Explore the Quality 4.0 framework, crafted by ex-McKinsey & Big 4 consultants, to transform quality management for the Industry 4.0 era."
"Workplace Productivity Primer",https://flevy.com/browse/flevypro/workplace-productivity-primer-3975,"Operational Excellence",PowerPoint,26,"LearnPPT Consulting","Best workplace productivity presentations PPT: Learn proven strategies to improve efficiency and time management. Download the Workplace Productivity Primer (PPTX) now."
"Integrated Cost Management",https://flevy.com/browse/flevypro/integrated-cost-management-4172,"Operational Excellence",PowerPoint,27,"LearnPPT Consulting","Explore Integrated Cost Management, crafted by ex-McKinsey & Big 4 consultants. Discover 5 strategies to optimize costs throughout the Product Life Cycle."
"Capability Maturity Model (CMM)",https://flevy.com/browse/flevypro/capability-maturity-model-cmm-2468,"Operational Excellence",PowerPoint,10,"PPT Lab","Explore the Capability Maturity Model (CMM) developed by ex-McKinsey & Big 4 consultants. Enhance process optimization and drive operational excellence."
"Dimensions of Business Process Reengineering (BPR)",https://flevy.com/browse/flevypro/dimensions-of-business-process-reengineering-bpr-3970,"Operational Excellence",PowerPoint,22,"LearnPPT Consulting","Explore the dimensions of Business Process Reengineering (BPR) in this expert PPT by former McKinsey and Big 4 consultants. Gain insights for sustainable transformation."
"IT Cost Reduction Sales Deck",https://flevy.com/browse/flevypro/it-cost-reduction-sales-deck-1866,"Operational Excellence",PowerPoint,10,"LearnPPT Consulting","Explore this IT Cost Reduction Sales Deck, crafted by ex-McKinsey & Big 4 consultants. Gain insights on IT sourcing, governance, and infrastructure optimization."
"Burke-Litwin Change Model",https://flevy.com/browse/flevypro/burke-litwin-change-model-3981,"Operational Excellence",PowerPoint,26,"LearnPPT Consulting","Explore the Burke-Litwin Change Model, crafted by ex-McKinsey and Big 4 consultants. Enhance organizational effectiveness with this diagnostic framework."
"Supply Chain Risk Reduction",https://flevy.com/browse/flevypro/supply-chain-risk-reduction-4937,"Operational Excellence",PowerPoint,21,"LearnPPT Consulting","Supply chain risk management PPT: Learn strategies to reduce risks and build resilience in global supply chains. Download this actionable PowerPoint now."
"PPT Template for Pitching Your Next Business Case",https://flevy.com/browse/marketplace/ppt-template-for-pitching-your-next-business-case-3464,"Operational Excellence",PowerPoint,18,"Clarity First ","McKinsey 3 years on staff, 15 years freelance trainer & coach | Barbara Minto Approved | BCG training designer | Coaches at FX10 and ASX 10 | Startup founder | Author | C-suite Coach."
"PPT Template for Explaining How to Solve a Critical Problem",https://flevy.com/browse/marketplace/ppt-template-for-explaining-how-to-solve-a-critical-problem-3463,"Operational Excellence",PowerPoint,16,"Clarity First ","McKinsey 3 years on staff, 15 years freelance trainer & coach | Barbara Minto Approved | BCG training designer | Coaches at FX10 and ASX 10 | Startup founder | Author | C-suite Coach."
"Activity Based Costing Primer",https://flevy.com/browse/flevypro/activity-based-costing-primer-1974,"Operational Excellence",PowerPoint,13,"PPT Lab","Explore our Activity Based Costing Primer, crafted by ex-McKinsey and Big 4 consultants. Enhance strategic decisions with precise cost analysis."
"Post-merger Integration (PMI): Tips for Success",https://flevy.com/browse/flevypro/post-merger-integration-pmi-tips-for-success-4068,"Operational Excellence",PowerPoint,21,"LearnPPT Consulting","Explore essential strategies for successful Post-Merger Integration (PMI) from ex-McKinsey & Big 4 consultants. Optimize synergy, culture, and value."
"5 Principles of a Problem Solving Culture",https://flevy.com/browse/flevypro/5-principles-of-a-problem-solving-culture-3354,"Operational Excellence",PowerPoint,21,"LearnPPT Consulting","Explore the 5 Principles of a Problem Solving Culture, crafted by ex-McKinsey & Big 4 consultants. Enhance engagement and drive performance with proven strategies."
"Benchmarking Primer",https://flevy.com/browse/marketplace/benchmarking-primer-219,"Operational Excellence",PowerPoint,21,"PPT Lab","Industry benchmarking PPT: Learn key types, competitive & product benchmarking, and analysis frameworks. Get this Benchmarking Primer PPT to streamline your presentations."
"Made to Order Manufacturing Financial Model",https://flevy.com/browse/marketplace/made-to-order-manufacturing-financial-model-7191,"Operational Excellence",Excel,,"Jason Varner | SmartHelping","This financial model was crafted by a Financial Modeler and Accountant with over 10+ years of global experience. He has served 750+ clients, from small family offices to billion-dollar corporations, across a multitude of industries."
"Best Practice Guide for Financial Services ERM Architecture",https://flevy.com/browse/marketplace/best-practice-guide-for-financial-services-erm-architecture-10884,"Operational Excellence",PowerPoint,60,"Patrick Gitau ","Expert passionately seeking to build Governance and Risk management  capacity worldwide"
"Warehouse Development &#40;&quot;Build-Hold-Sell&quot;&#41; Financial Model",https://flevy.com/browse/marketplace/warehouse-development-build-hold-sell-financial-model-9328,"Operational Excellence",Excel,,"Andrei Okhlopkov","This model is developed by a former Big 4 and Fortune 100 consultant and enthusiast of financial modeling"
"Lean AI",https://flevy.com/browse/marketplace/lean-ai-10673,"Operational Excellence",PDF,123,"Swayaan Digital Solutions Pvt Ltd.","Lean AI PDF guide: Learn hypothesis-driven AI development, rapid experimentation, and outcome-focused ML workflows. Download the practical Lean AI workshop summary."
"Asset Management Company 10-Year 3 Statement Financial Model",https://flevy.com/browse/marketplace/asset-management-company-10-year-3-statement-financial-model-10868,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Financial Initiatives."
"One-Page Project Management: Fast-Track Your PMP Success",https://flevy.com/browse/marketplace/one-page-project-management-fast-track-your-pmp-success-9615,"Operational Excellence",PowerPoint,130,"Dwarka Consulting","This toolkit was created by former top consultants from Bain, Deloitte, and BCG after 1,000+ hours of work."
"Objective, Goals, Strategies & Measures: OGSM Blueprint",https://flevy.com/browse/marketplace/objective-goals-strategies-and-measures-ogsm-blueprint-9620,"Operational Excellence",PowerPoint,135,"Dwarka Consulting","Toolkits created by ex-Deloitte, BCG & Bain Management Consultants."
"Key Performance Indicators: Master KPIs Now",https://flevy.com/browse/marketplace/key-performance-indicators-master-kpis-now-9721,"Operational Excellence",PowerPoint,133,"Dwarka Consulting","This toolkit was created by ex-Bain, Deloitte and BCG Management Consultants."
"Quality Function Deployment &#40;QFD&#41;",https://flevy.com/browse/marketplace/quality-function-deployment-qfd-8083,"Operational Excellence",PowerPoint,102,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Quality Management Initiatives."
"Project Management AI Prompt Package Toolkit",https://flevy.com/browse/marketplace/project-management-ai-prompt-package-toolkit-10771,"Operational Excellence",PowerPoint,177,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing AI Initiatives."
"Audit Committee Partnership Toolkit",https://flevy.com/browse/marketplace/audit-committee-partnership-toolkit-9543,"Operational Excellence",PDF,14,"Amer Morgan","Crafted by Amer Morgan, a seasoned Senior Consultant with 30+ years in audit leadership across global entities, including profound engagements with Internal Audit, Risk Management, and Corporate Governance."
"8D Problem Solving",https://flevy.com/browse/marketplace/8d-problem-solving-10765,"Operational Excellence",PowerPoint,91,"Prema Narayanan","Master Black Belt | Operational Excellence Strategist | Delivering Scalable Lean Six Sigma Frameworks"
"1,200+ Supply Chain Management KPIs",https://flevy.com/browse/marketplace/1200-supply-chain-management-kpis-9844,"Operational Excellence",PowerPoint,303,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Supply Chain Management Initiatives."
"CEO&#039;s Agenda for Strategic Resilience Toolkit",https://flevy.com/browse/marketplace/ceoand039s-agenda-for-strategic-resilience-toolkit-10010,"Operational Excellence",PowerPoint,758,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Strategic Management Initiatives."
"ISO 22301 + Business Continuity Management System Guide V2",https://flevy.com/browse/marketplace/iso-22301-business-continuity-management-system-guide-v2-10974,"Operational Excellence",PowerPoint,71,"Patrick Gitau ","GRC Expert passionately seeking to build Governance Risk Management  capacity worldwide"
"100+ Quality Management SOPs &#40;Booklet Format&#41;",https://flevy.com/browse/marketplace/100-quality-management-sops-booklet-format-10140,"Operational Excellence",Word,498,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Quality Management Initiatives."
"Digital Risk Management Best Practice Guide",https://flevy.com/browse/marketplace/digital-risk-management-best-practice-guide-10966,"Operational Excellence",PowerPoint,70,"Patrick Gitau ","Expert passionately  seeking to build Governance and Risk  capacity worldwide"
"COO Agenda",https://flevy.com/browse/marketplace/coo-agenda-11303,"Operational Excellence",Word,59,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Strategy Initiatives."
"Conveyor Engineering Calculator",https://flevy.com/browse/marketplace/conveyor-engineering-calculator-11068,"Operational Excellence",Excel,,"Virtuoso Trading","Conveyor Engineering Calculator (Excel): Download belt conveyor sizing, motor power, pulley & gearbox selection, belt class and material trajectory tool."
"100+ Business Continuity Management &#40;BCM&#41; SOPs",https://flevy.com/browse/marketplace/100-business-continuity-management-bcm-sops-10108,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Business Continuity Initiatives."
"100+ ISO 9001-2015 Quality Management System SOPs",https://flevy.com/browse/marketplace/100-iso-9001-2015-quality-management-system-sops-10141,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Quality Management Initiatives."
"100+ M&A Post-Merger First 100 Days SOPs",https://flevy.com/browse/marketplace/100-manda-post-merger-first-100-days-sops-10155,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Merger-Integration Initiatives."
"100+ Operational Excellence &#40;OPEX&#41; SOPs",https://flevy.com/browse/marketplace/100-operational-excellence-opex-sops-10094,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operational Excellence Initiatives."
"100+ Chief Procurement Officer &#40;CPO&#41; SOPs",https://flevy.com/browse/marketplace/100-chief-procurement-officer-cpo-sops-10096,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Procurement Initiatives."
"100+ Hoshin Kanri &#40;Strategic Hoshin Planning&#41; SOPs",https://flevy.com/browse/marketplace/100-hoshin-kanri-strategic-hoshin-planning-sops-10449,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Strategic Planning Initiatives."
"100+ Strategic Risk Management SOPs",https://flevy.com/browse/marketplace/100-strategic-risk-management-sops-10107,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Risk Management Initiatives."
"100+ IT Post-Merger Integration &#40;PMI&#41; SOPs",https://flevy.com/browse/marketplace/100-it-post-merger-integration-pmi-sops-10687,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing M&A Initiatives."
"100+ Operational Effectiveness SOPs",https://flevy.com/browse/marketplace/100-operational-effectiveness-sops-10304,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operational Excellence Initiatives."
